Files,Labels
COVID-00001.jpg,1
COVID-00002.jpg,0
COVID-00003a.jpg,0
COVID-00003b.jpg,0
COVID-00004.jpg,1
COVID-00005.jpg,0
COVID-00006.jpg,1
COVID-00007.jpg,0
COVID-00008.jpg,1
COVID-00009.jpg,1
COVID-00010.jpg,0
COVID-00011.jpg,1
COVID-00012.jpg,1
COVID-00013a.jpg,0
COVID-00013b.jpg,0
COVID-00014.jpg,0
COVID-00015a.jpg,1
COVID-00015b.jpg,1
COVID-00016.jpg,1
COVID-00017.jpg,0
COVID-00018.jpg,1
COVID-00019.jpg,1
COVID-00020.jpg,1
COVID-00021.jpg,0
COVID-00022.jpg,1
COVID-00023.jpg,1
COVID-00024.jpg,1
COVID-00025.jpg,1
COVID-00026.jpg,0
COVID-00027.jpg,1
COVID-00028.jpg,1
COVID-00029.jpg,0
COVID-00030.jpg,1
COVID-00031.jpg,1
COVID-00032.jpg,0
COVID-00033.jpg,1
COVID-00034.jpg,1
COVID-00035.jpg,1
COVID-00036.jpg,1
COVID-00037.jpg,1
COVID-00038.jpg,1
COVID-00039a.jpg,1
COVID-00039b.jpg,0
COVID-00039c.jpg,0
COVID-00040a.jpg,0
COVID-00040b.jpg,0
COVID-00041.jpg,1
COVID-00042.jpg,1
COVID-00043a.jpg,0
COVID-00043b.jpg,0
COVID-00044.jpg,0
COVID-00045.jpg,0
COVID-00046.jpg,0
COVID-00047.jpg,0
COVID-00048.jpg,0
Normal-9085.png,0
Normal-9100.png,0
Normal-9104.png,0
Normal-9096.png,0
Normal-9112.png,0
Normal-9106.png,0
Normal-9109.png,0
Normal-9091.png,0
Normal-9095.png,0
Normal-9105.png,0
Normal-9089.png,0
Normal-91.png,0
Normal-9087.png,0
Normal-9079.png,0
Normal-9102.png,0
Normal-9110.png,0
Normal-9117.png,0
Normal-9162.png,0
Normal-9170.png,0
Normal-9158.png,0
Normal-9151.png,0
Normal-9125.png,0
Normal-9147.png,0
Normal-9171.png,0
Normal-9131.png,0
Normal-9129.png,0
Normal-9144.png,0
Normal-9139.png,0
Normal-9141.png,0
Normal-9115.png,0
Normal-9174.png,0
Normal-9152.png,0
Normal-9127.png,0
Normal-915.png,0
Normal-9118.png,0
Normal-9153.png,0
Normal-9161.png,0
Normal-9149.png,0
Normal-9130.png,0
Normal-9126.png,0
Normal-912.png,0
Normal-9164.png,0
Normal-9163.png,0
Normal-9134.png,0
Normal-9160.png,0
Normal-9114.png,0
Normal-9133.png,0
Normal-9137.png,0
Normal-9122.png,0
Normal-9175.png,0
Normal-9140.png,0
Normal-9172.png,0
Normal-9138.png,0
Normal-9156.png,0
Normal-9146.png,0
Normal-917.png,0
Normal-916.png,0
Normal-9136.png,0
Normal-9145.png,0
Normal-9148.png,0
Normal-9123.png,0
Normal-9142.png,0
Normal-9157.png,0
Normal-9135 (1).png,0
Normal-9155.png,0
Normal-9132.png,0
Normal-9120.png,0
Normal-9166.png,0
Normal-9150.png,0
Normal-9124.png,0
Normal-914.png,0
Normal-9167.png,0
Normal-9154.png,0
Normal-913.png,0
Normal-9135.png,0
Normal-9159.png,0
Normal-9173.png,0
Normal-9128.png,0
Normal-9121.png,0
Normal-9169.png,0
Normal-9165.png,0
Normal-9143.png,0
Normal-9168.png,0
Normal-9119.png,0
Normal-9116.png,0
Normal-9177.png,0
Normal-9178.png,0
Normal-9182.png,0
Normal-9181.png,0
Normal-9179.png,0
Normal-918.png,0
Normal-9176.png,0
Normal-9180.png,0
Normal-9207.png,0
Normal-9191.png,0
Normal-9241.png,0
Normal-9225.png,0
Normal-9220.png,0
Normal-9228.png,0
Normal-9222.png,0
Normal-9185.png,0
Normal-9183.png,0
Normal-9200.png,0
Normal-9229.png,0
Normal-9214.png,0
Normal-9218.png,0
Normal-9238.png,0
Normal-9188.png,0
Normal-9213.png,0
Normal-9216.png,0
Normal-9202.png,0
Normal-9198.png,0
Normal-9226.png,0
Normal-9243.png,0
Normal-9204.png,0
Normal-9242.png,0
Normal-9233.png,0
Normal-922.png,0
Normal-9236.png,0
Normal-919.png,0
Normal-9232.png,0
Normal-9194.png,0
Normal-9190.png,0
Normal-9209.png,0
Normal-9184.png,0
Normal-9186.png,0
Normal-9210.png,0
Normal-9224.png,0
Normal-92.png,0
Normal-9195.png,0
Normal-9237.png,0
Normal-9227.png,0
Normal-9234.png,0
Normal-9208.png,0
Normal-9212.png,0
Normal-9217.png,0
Normal-9240.png,0
Normal-9231.png,0
Normal-9215.png,0
Normal-9211.png,0
Normal-9221.png,0
Normal-923.png,0
Normal-9205.png,0
Normal-9199.png,0
Normal-9230.png,0
Normal-9203.png,0
Normal-924.png,0
Normal-9192.png,0
Normal-920.png,0
Normal-9206.png,0
Normal-9187.png,0
Normal-9189.png,0
Normal-9201.png,0
Normal-9239.png,0
Normal-921.png,0
Normal-9223.png,0
Normal-9219.png,0
Normal-9196.png,0
Normal-9197.png,0
Normal-9193.png,0
Normal-9235.png,0
Normal-9245.png,0
Normal-9252.png,0
Normal-9254.png,0
Normal-9249.png,0
Normal-925.png,0
Normal-9253.png,0
Normal-9246.png,0
Normal-9258.png,0
Normal-9248.png,0
Normal-9255.png,0
Normal-9247.png,0
Normal-9251.png,0
Normal-9244.png,0
Normal-9257.png,0
Normal-9250.png,0
Normal-9256.png,0
Normal-9262.png,0
Normal-9280.png,0
Normal-9275.png,0
Normal-9270.png,0
Normal-926.png,0
Normal-9288.png,0
Normal-9290.png,0
Normal-9265.png,0
Normal-9269.png,0
Normal-9299.png,0
Normal-9293.png,0
Normal-9296.png,0
Normal-928.png,0
Normal-9276.png,0
Normal-9282.png,0
Normal-9278.png,0
Normal-9279.png,0
Normal-9271.png,0
Normal-9297.png,0
Normal-9272.png,0
Normal-929.png,0
Normal-9281.png,0
Normal-9277.png,0
Normal-9283.png,0
Normal-930.png,0
Normal-9260.png,0
Normal-9284.png,0
Normal-9294.png,0
Normal-9263.png,0
Normal-9289.png,0
Normal-9259.png,0
Normal-9266.png,0
Normal-927.png,0
Normal-9264.png,0
Normal-9291.png,0
Normal-9292.png,0
Normal-93.png,0
Normal-9273.png,0
Normal-9268.png,0
Normal-9285.png,0
Normal-9261.png,0
Normal-9287.png,0
Normal-9295.png,0
Normal-9286.png,0
Normal-9274.png,0
Normal-9298.png,0
Normal-9267.png,0
Normal-9307.png,0
Normal-9300.png,0
Normal-9304.png,0
Normal-9306.png,0
Normal-9302.png,0
Normal-9301.png,0
Normal-9303.png,0
Normal-9305.png,0
Normal-9319.png,0
Normal-9314.png,0
Normal-9312.png,0
Normal-9317.png,0
Normal-9321.png,0
Normal-9320.png,0
Normal-9313.png,0
Normal-9318.png,0
Normal-9309.png,0
Normal-9316.png,0
Normal-932.png,0
Normal-9308.png,0
Normal-9310.png,0
Normal-9315.png,0
Normal-931.png,0
Normal-9311.png,0
Normal-933.png,0
Normal-9329.png,0
Normal-9332.png,0
